,latitude,longitude,state,station,month,air temperature - dry bulb (°c),geometry
566,-22.9486111,-49.89416666,SP,OURINHOS,1,24.445189454846545,POINT (-49.89416666 -22.9486111)
3656,-15.72277777,-42.43527777,MG,RIO PARDO DE MINAS,1,22.81926715128311,POINT (-42.43527777 -15.72277777)
614,-22.8711111,-42.60888888,RJ,SAQUAREMA - SAMPAIO CORREIA,1,27.224877469437217,POINT (-42.60888888 -22.8711111)
602,-22.8711111,-42.60916666,RJ,SAQUAREMA,1,26.705197132616483,POINT (-42.60916666 -22.8711111)
656,-22.861604,-46.043365,MG,MONTE VERDE,1,19.06599462365591,POINT (-46.043365 -22.861604)
590,-22.93972221,-43.40277777,RJ,RIO DE JANEIRO - JACAREPAGUA,1,25.925403225806477,POINT (-43.40277777 -22.93972221)
776,-22.70277777,-47.62305554,SP,PIRACICABA,1,23.863316471380138,POINT (-47.62305554 -22.70277777)
3556,-16.166773,-40.687756,MG,ALMENARA,1,27.567352122809382,POINT (-40.687756 -16.166773)
872,-22.58972221,-43.28222221,RJ,XEREM,1,25.819529096341185,POINT (-43.28222221 -22.58972221)
944,-22.45,-44.45,RJ,RESENDE,1,24.058675354657403,POINT (-44.45 -22.45)
932,-22.450924,-44.444786,RJ,RESENDE,1,26.07943548387097,POINT (-44.444786 -22.450924)
494,-22.98333333,-42.01666666,RJ,ARRAIAL DO CABO,1,24.540434929830486,POINT (-42.01666666 -22.98333333)
920,-22.45138888,-44.44499999,RJ,RESENDE,1,24.872803400891335,POINT (-44.44499999 -22.45138888)
752,-22.703132,-47.623317,SP,PIRACICABA,1,25.83266444047036,POINT (-47.623317 -22.703132)
3640,-15.723139,-42.435756,MG,RIO PARDO DE MINAS,1,23.267069892473106,POINT (-42.435756 -15.723139)
764,-22.70305555,-47.62333332,SP,PIRACICABA,1,24.078374222359347,POINT (-47.62333332 -22.70305555)
668,-22.86138888,-46.04333333,MG,MONTE VERDE,1,17.744178752752575,POINT (-46.04333333 -22.86138888)
3314,-17.784477,-46.119394,MG,JOAO PINHEIRO,1,24.24844474463485,POINT (-46.119394 -17.784477)
1184,-22.314567,-45.373049,MG,MARIA DA FE,1,20.09413082437274,POINT (-45.373049 -22.314567)
434,-23.05,-43.6,RJ,MARAMBAIA,1,25.69503801676085,POINT (-43.6 -23.05)
482,-22.98833333,-43.19027777,RJ,FORTE DE COPACABANA,1,26.298373194018797,POINT (-43.19027777 -22.98833333)
956,-22.44888888,-42.98722221,RJ,TERESOPOLIS,1,20.76342844985849,POINT (-42.98722221 -22.44888888)
2106,-20.556592,-43.75622,MG,OURO BRANCO,1,23.301881720430124,POINT (-43.75622 -20.556592)
554,-22.949,-49.894546,SP,OURINHOS,1,25.411711196008607,POINT (-49.894546 -22.949)
3616,-15.75222222,-41.45833333,MG,AGUAS VERMELHAS,1,22.927075087073277,POINT (-41.45833333 -15.75222222)
740,-22.750231,-45.603836,SP,CAMPOS DO JORDAO,1,18.867607526881724,POINT (-45.603836 -22.750231)
3680,-15.52416666,-46.43555555,MG,BURITIS,1,22.81085782461698,POINT (-46.43555555 -15.52416666)
542,-22.951944,-46.530556,SP,BRAGANCA PAULISTA,1,23.033545620530305,POINT (-46.530556 -22.951944)
728,-22.75027777,-45.60388888,SP,CAMPOS DO JORDAO,1,17.41691053712154,POINT (-45.60388888 -22.75027777)
716,-22.75777777,-43.68472221,RJ,SEROPEDICA-ECOLOGIA AGRICOLA,1,27.76781206171106,POINT (-43.68472221 -22.75777777)
3628,-15.751536,-41.457787,MG,AGUAS VERMELHAS,1,23.309229390681015,POINT (-41.457787 -15.751536)
704,-22.8,-43.68333333,RJ,ECOLOGIA AGRICOLA,1,26.416928413836235,POINT (-43.68333333 -22.8)
692,-22.86083333,-43.41111111,RJ,VILA MILITAR,1,27.103749211239528,POINT (-43.41111111 -22.86083333)
680,-22.86138888,-43.41138888,RJ,RIO DE JANEIRO - VILA MILITAR,1,28.295609318996373,POINT (-43.41138888 -22.86138888)
908,-22.46472222,-43.29138888,RJ,PICO DO COUTO,1,17.111992877387625,POINT (-43.29138888 -22.46472222)
3568,-16.16666666,-40.68777777,MG,ALMENARA,1,26.85805514674166,POINT (-40.68777777 -16.16666666)
3484,-16.57555554,-41.48527777,MG,ITAOBIM,1,26.9524319902041,POINT (-41.48527777 -16.57555554)
3692,-15.448089,-44.366313,MG,JANUARIA,1,26.1612794991756,POINT (-44.366313 -15.448089)
1886,-20.94916666,-48.48972221,SP,BEBDOURO,1,24.698723118279553,POINT (-48.48972221 -20.94916666)
3278,-17.798799,-40.249933,MG,SERRA DOS AIMORES,1,25.98635406316232,POINT (-40.249933 -17.798799)
262,-23.52388888,-46.86944443,SP,BARUERI,1,22.913172043010768,POINT (-46.86944443 -23.52388888)
1874,-20.94916666,-48.48999999,SP,BEBDOURO,1,25.900720761575656,POINT (-48.48999999 -20.94916666)
1862,-21.08555555,-49.92055554,SP,JOSE BONIFACIO,1,25.23742462408555,POINT (-49.92055554 -21.08555555)
1850,-21.085675,-49.920388,SP,JOSE BONIFACIO,1,26.03599993285101,POINT (-49.920388 -21.085675)
1838,-21.100805,-41.039395,ES,PRES. KENNEDY,1,27.421102150537635,POINT (-41.039395 -21.100805)
3764,-15.08583333,-44.01611111,MG,MOCAMBINHO,1,25.79190432693833,POINT (-44.01611111 -15.08583333)
1826,-21.10083333,-41.03944444,ES,PRES. KENNEDY,1,25.997647849462382,POINT (-41.03944444 -21.10083333)
1814,-21.10111111,-41.03888888,ES,PRES. KENNEDY,1,26.267962851444167,POINT (-41.03888888 -21.10111111)
1802,-21.10472222,-42.37583332,MG,MURIAE,1,25.67466818910814,POINT (-42.37583332 -21.10472222)
3302,-17.78472221,-46.11916666,MG,JOAO PINHEIRO,1,23.529382547311048,POINT (-46.11916666 -17.78472221)
1790,-21.104867,-42.375904,MG,MURIAE,1,26.183064516129033,POINT (-42.375904 -21.104867)
286,-23.496294,-46.620088,SP,SAO PAULO - MIRANTE,1,23.98364695340498,POINT (-46.620088 -23.496294)
1778,-21.106502,-44.250928,MG,SAO JOAO DEL REI,1,22.80013440860214,POINT (-44.250928 -21.106502)
896,-22.4711111,-48.5575,SP,BARRA BONITA,1,25.51214520370814,POINT (-48.5575 -22.4711111)
3266,-17.89284,-41.515423,MG,TEOFILO OTONI,1,25.509005376344074,POINT (-41.515423 -17.89284)
1898,-20.91,-47.11416666,MG,SAO SEBASTIAO DO PARAISO,1,22.44780465949818,POINT (-47.11416666 -20.91)
3290,-17.7986111,-40.24972221,MG,SERRA DOS AIMORES,1,25.769408307766923,POINT (-40.24972221 -17.7986111)
1358,-21.927251,-50.490251,SP,TUPA,1,26.34413656173672,POINT (-50.490251 -21.927251)
274,-23.52333332,-46.86916666,SP,BARUERI,1,22.426069986925768,POINT (-46.86916666 -23.52333332)
506,-22.97583332,-44.30333333,RJ,ANGRA DOS REIS,1,26.096370967741912,POINT (-44.30333333 -22.97583332)
3580,-16.160327,-42.310266,MG,SALINAS,1,25.484946236559132,POINT (-42.310266 -16.160327)
530,-22.97527777,-42.02138888,RJ,ARRAIAL DO CABO,1,25.34489247311823,POINT (-42.02138888 -22.97527777)
860,-22.58972221,-43.28222221,RJ,DUQUE DE CAXIAS - XEREM,1,26.68691756272396,POINT (-43.28222221 -22.58972221)
836,-22.64583333,-42.41583333,RJ,SILVA JARDIM,1,26.393548387096793,POINT (-42.41583333 -22.64583333)
3592,-16.16027777,-42.31027777,MG,SALINAS,1,25.462449100726104,POINT (-42.31027777 -16.16027777)
518,-22.975694,-44.303444,RJ,ANGRA DOS REIS,1,26.919369772998955,POINT (-44.303444 -22.975694)
848,-22.64583333,-42.41555555,RJ,SILVA JARDIM,1,26.836066308243733,POINT (-42.41555555 -22.64583333)
884,-22.48166666,-43.29138888,RJ,PICO DO COUTO,1,16.102446016316534,POINT (-43.29138888 -22.48166666)
812,-22.65361111,-44.04083333,RJ,RIO CLARO,1,23.921841397849466,POINT (-44.04083333 -22.65361111)
800,-22.68888888,-45.00555555,SP,CACHOEIRA PAULISTA,1,23.790734247571407,POINT (-45.00555555 -22.68888888)
788,-22.689001,-45.005444,SP,CACHOEIRA PAULISTA,1,25.078494623655935,POINT (-45.005444 -22.689001)
3604,-15.80277777,-43.29694444,MG,JANAUBA,1,27.25235262271472,POINT (-43.29694444 -15.80277777)
1331,-21.95055555,-42.01027777,RJ,SANTA MARIA MADALENA,1,23.564858418734826,POINT (-42.01027777 -21.95055555)
1343,-21.938745,-42.600936,RJ,CARMO,1,25.92147469611967,POINT (-42.600936 -21.938745)
824,-22.653579,-44.040916,RJ,RIO CLARO,1,24.595696499976455,POINT (-44.040916 -22.653579)
1269,-22.09833333,-43.20833333,RJ,TRES RIOS,10,24.210013440860205,POINT (-43.20833333 -22.09833333)
1317,-21.97972221,-47.88333333,SP,SAO CARLOS,10,22.278156558199086,POINT (-47.88333333 -21.97972221)
1305,-21.980353,-47.883927,SP,SAO CARLOS,10,23.758669354838702,POINT (-47.883927 -21.980353)
3075,-18.76444444,-44.45361111,MG,CURVELO,10,24.991920271229404,POINT (-44.45361111 -18.76444444)
1293,-22.04166666,-41.05166666,RJ,CAMPOS DOS GOYTACAZES - SAO TOME,10,24.029099462365608,POINT (-41.05166666 -22.04166666)
1281,-22.04166666,-41.05194444,RJ,SAO TOME,10,23.37295022873827,POINT (-41.05194444 -22.04166666)
2571,-19.88527778,-44.41694444,MG,FLORESTAL,10,22.240918664030154,POINT (-44.41694444 -19.88527778)
3473,-16.575667,-41.485588,MG,ITAOBIM,10,27.684475806451626,POINT (-41.485588 -16.575667)
1257,-22.09833333,-43.20861111,RJ,TRES RIOS,10,23.505232916724882,POINT (-43.20861111 -22.09833333)
2583,-19.88416666,-43.96944443,MG,PAMPULHA,10,23.14622891859065,POINT (-43.96944443 -19.88416666)
1245,-22.119867,-51.408637,SP,PRESIDENTE PRUDENTE,10,26.882728494623617,POINT (-51.408637 -22.119867)
1233,-22.11999999,-51.4,SP,PRESIDENTE PRUDENTE,10,24.735584951539227,POINT (-51.4 -22.11999999)
2595,-19.883945,-43.969397,MG,PAMPULHA,10,24.032325268817203,POINT (-43.969397 -19.883945)
2607,-19.87527777,-47.43416666,MG,SACRAMENTO,10,23.761287043706695,POINT (-47.43416666 -19.87527777)
3135,-18.695265,-40.390572,ES,NOVA VENECIA,10,24.062365591397846,POINT (-40.390572 -18.695265)
3461,-16.686316,-43.843763,MG,MONTES CLAROS,10,26.59596798542933,POINT (-43.843763 -16.686316)
1419,-21.85555555,-48.79972221,SP,IBITINGA,10,25.546774193548394,POINT (-48.79972221 -21.85555555)
2427,-20.10416666,-41.10694444,ES,AFONSO CLAUDIO,10,22.54934987945829,POINT (-41.10694444 -20.10416666)
3375,-17.258064,-44.835556,MG,PIRAPORA,10,27.0986030779323,POINT (-44.835556 -17.258064)
3243,-18.20055555,-45.45972222,MG,TRES MARIAS,10,23.826180157930573,POINT (-45.45972222 -18.20055555)
3099,-18.71388888,-39.84833333,ES,SAO MATEUS,10,23.676130224249448,POINT (-39.84833333 -18.71388888)
1551,-21.666045,-49.734854,SP,LINS,10,26.83924731182795,POINT (-49.734854 -21.666045)
3351,-17.56166666,-47.19944444,MG,GUARDA-MOR,10,23.378586060569727,POINT (-47.19944444 -17.56166666)
1635,-21.46111111,-47.57944443,SP,SAO SIMAO,10,25.86169354838709,POINT (-47.57944443 -21.46111111)
1623,-21.546728,-43.261029,MG,CORONEL PACHECO,10,25.408549627943586,POINT (-43.261029 -21.546728)
2379,-20.173278,-44.874944,MG,DIVINOPOLIS,10,24.324865591397884,POINT (-44.874944 -20.173278)
1611,-21.54694444,-43.26111111,MG,CORONEL PACHECO,10,23.45949578318603,POINT (-43.26111111 -21.54694444)
2391,-20.17305554,-44.87472221,MG,DIVINOPOLIS,10,23.599164888572815,POINT (-44.87472221 -20.17305554)
1599,-21.56638888,-45.40416666,MG,VARGINHA,10,21.594747919710517,POINT (-45.40416666 -21.56638888)
2403,-20.165025,-50.595134,SP,JALES,10,27.27849462365592,POINT (-50.595134 -20.165025)
3363,-17.56138888,-47.19916666,MG,GUARDA-MOR,10,24.305174731182774,POINT (-47.19916666 -17.56138888)
1587,-21.56666666,-41.95,RJ,CAMBUCI,10,24.551352165978265,POINT (-41.95 -21.56666666)
3123,-18.69527777,-40.39055555,ES,NOVA VENECIA,10,24.37210159872745,POINT (-40.39055555 -18.69527777)
1575,-21.58749999,-41.95833333,RJ,CAMBUCI,10,25.05457369480565,POINT (-41.95833333 -21.58749999)
1563,-21.66527777,-49.73416666,SP,LINS,10,24.507678530575898,POINT (-49.73416666 -21.66527777)
2415,-20.165,-50.59499999,SP,JALES,10,25.871144685360296,POINT (-50.59499999 -20.165)
1431,-21.85555555,-48.66666666,SP,IBITINGA,10,23.802096745375284,POINT (-48.66666666 -21.85555555)
3063,-18.78027777,-40.98583333,MG,MANTENA,10,24.4847059313187,POINT (-40.98583333 -18.78027777)
1328,-21.95055555,-42.01055555,RJ,SANTA MARIA MADALENA,10,19.922951911027567,POINT (-42.01055555 -21.95055555)
3445,-16.71666666,-43.86666666,MG,MONTES CLAROS,10,25.76706625326584,POINT (-43.86666666 -16.71666666)
1971,-20.74499999,-46.63388888,MG,PASSOS,10,23.100018633778802,POINT (-46.63388888 -20.74499999)
2199,-20.403221,-49.966031,SP,VOTUPORANGA,10,27.373991935483865,POINT (-49.966031 -20.403221)
1959,-20.745237,-46.633916,MG,PASSOS,10,24.308161402164664,POINT (-46.633916 -20.745237)
3183,-18.29166666,-40.73638888,ES,ECOPORANGA,10,24.567463891791714,POINT (-40.73638888 -18.29166666)
3255,-17.9,-41.51666666,MG,TEOFILO OTONI,10,23.659220319706918,POINT (-41.51666666 -17.9)
1947,-20.75055555,-41.48888888,ES,ALEGRE,10,24.535703199122224,POINT (-41.48888888 -20.75055555)
1935,-20.762607,-42.864013,MG,VICOSA,10,21.652016129032244,POINT (-42.864013 -20.762607)
2183,-20.45472222,-45.45388888,MG,FORMIGA,10,22.916304279491488,POINT (-45.45388888 -20.45472222)
2211,-20.40305555,-49.96583333,SP,VOTUPORANGA,10,25.972664244623395,POINT (-49.96583333 -20.40305555)
3267,-17.89284,-41.515423,MG,TEOFILO OTONI,10,24.213575268817188,POINT (-41.515423 -17.89284)
1911,-20.909892,-47.114259,MG,SAO SEBASTIAO DO PARAISO,10,23.75772849462367,POINT (-47.114259 -20.909892)
1899,-20.91,-47.11416666,MG,SAO SEBASTIAO DO PARAISO,10,23.181163534030983,POINT (-47.11416666 -20.91)
2223,-20.38555555,-41.18999999,ES,VENDA NOVA DO IMIGRANTE,10,20.82163978494623,POINT (-41.18999999 -20.38555555)
1887,-20.94916666,-48.48972221,SP,BEBDOURO,10,25.571132853804645,POINT (-48.48972221 -20.94916666)
1983,-20.715,-44.86444444,MG,OLIVEIRA,10,21.84225586580459,POINT (-44.86444444 -20.715)
1527,-21.680722,-45.944389,MG,MACHADO,10,22.638642473118303,POINT (-45.944389 -21.680722)
1923,-20.76277777,-42.86388888,MG,VICOSA,10,20.89866150778879,POINT (-42.86388888 -20.76277777)
1995,-20.714917,-44.864567,MG,OLIVEIRA,10,22.275,POINT (-44.864567 -20.714917)
1209,-22.23527777,-49.965,SP,MARILIA,10,23.07715053763443,POINT (-49.965 -22.23527777)
1659,-21.457699,-51.552254,SP,DRACENA,10,26.92749566530109,POINT (-51.552254 -21.457699)
2499,-19.98833333,-40.57944443,ES,SANTA TERESA,10,17.868918827287846,POINT (-40.57944443 -19.98833333)
2547,-19.97999999,-43.95861111,MG,BELO HORIZONTE - CERCADINHO,10,21.145295698924734,POINT (-43.95861111 -19.97999999)
1407,-21.855567,-48.799717,SP,IBITINGA,10,25.423118279569902,POINT (-48.799717 -21.855567)
3421,-16.84888888,-45.03527777,MG,ARACUAI,10,27.396414418462204,POINT (-45.03527777 -16.84888888)
1395,-21.91805554,-46.38305554,MG,CALDAS,10,19.59907977196607,POINT (-46.38305554 -21.91805554)
2511,-19.98586,-48.151574,MG,CONCEICAO DAS ALAGOAS,10,26.541129032258063,POINT (-48.151574 -19.98586)
1383,-21.918066,-46.382996,MG,CALDAS,10,20.441666666666674,POINT (-46.382996 -21.918066)
1371,-21.92722221,-50.49027777,SP,TUPA,10,24.814643774498993,POINT (-50.49027777 -21.92722221)
2523,-19.98583333,-48.15138888,MG,CONCEICAO DAS ALAGOAS,10,25.344092908799762,POINT (-48.15138888 -19.98583333)
3087,-18.747711,-44.453785,MG,CURVELO,10,25.460282258064538,POINT (-44.453785 -18.747711)
3433,-16.84888888,-42.44055555,MG,ARACUAI,10,27.521556018454362,POINT (-42.44055555 -16.84888888)
1359,-21.927251,-50.490251,SP,TUPA,10,26.477483115613254,POINT (-50.490251 -21.927251)
1355,-21.9386111,-42.60083333,RJ,CARMO,10,22.839794647536497,POINT (-42.60083333 -21.9386111)
1344,-21.938745,-42.600936,RJ,CARMO,10,24.107930107526872,POINT (-42.600936 -21.938745)
2119,-20.54583333,-43.76944443,MG,OURO BRANCO,10,20.929514417334534,POINT (-43.76944443 -20.54583333)
1332,-21.95055555,-42.01027777,RJ,SANTA MARIA MADALENA,10,21.242002688172008,POINT (-42.01027777 -21.95055555)
1647,-21.45777777,-51.55222222,SP,DRACENA,10,25.021774193548403,POINT (-51.55222222 -21.45777777)
2559,-19.885398,-44.416883,MG,FLORESTAL,10,23.072446236559113,POINT (-44.416883 -19.885398)
3410,-17.24416666,-46.88166666,MG,PARACATU,10,26.39341397849464,POINT (-46.88166666 -17.24416666)
61,-24.533139,-47.864139,SP,REGISTRO,10,22.48124999999999,POINT (-47.864139 -24.533139)
1443,-21.78056,-47.07528,SP,CASA BRANCA,10,23.505014418622487,POINT (-47.07528 -21.78056)
507,-22.97583332,-44.30333333,RJ,ANGRA DOS REIS,10,23.07879192964004,POINT (-44.30333333 -22.97583332)
411,-23.09972221,-48.94555555,SP,AVARE,10,21.023973177090443,POINT (-48.94555555 -23.09972221)
13,-24.96305555,-48.41638888,SP,BARRA DO TURVO,10,17.751853993080182,POINT (-48.41638888 -24.96305555)
435,-23.05,-43.6,RJ,MARAMBAIA,10,22.471371698482823,POINT (-43.6 -23.05)
3813,-14.91222222,-42.80861111,MG,ESPINOSA,10,27.2523314808128,POINT (-42.80861111 -14.91222222)
543,-22.951944,-46.530556,SP,BRAGANCA PAULISTA,10,21.96058224248092,POINT (-46.530556 -22.951944)
339,-23.22833332,-45.41722221,SP,SAO LUIS DO PARAITINGA,10,19.604836855995657,POINT (-45.41722221 -23.22833332)
193,-23.844678,-46.143376,SP,BERTIOGA,10,22.888306451612905,POINT (-46.143376 -23.844678)
3681,-15.52416666,-46.43555555,MG,BURITIS,10,24.83264480865404,POINT (-46.43555555 -15.52416666)
49,-24.671654,-47.545896,SP,IGUAPE,10,22.324731182795674,POINT (-47.545896 -24.671654)
531,-22.97527777,-42.02138888,RJ,ARRAIAL DO CABO,10,23.47782258064521,POINT (-42.02138888 -22.97527777)
287,-23.496294,-46.620088,SP,SAO PAULO - MIRANTE,10,21.846774193548384,POINT (-46.620088 -23.496294)
239,-23.724501,-46.677501,SP,SAO PAULO - INTERLAGOS,10,20.307161640953723,POINT (-46.677501 -23.724501)
495,-22.98333333,-42.01666666,RJ,ARRAIAL DO CABO,10,22.271797229703076,POINT (-42.01666666 -22.98333333)
133,-23.95194444,-46.53055554,SP,BRAGANCA PAULISTA,10,20.25215053763444,POINT (-46.53055554 -23.95194444)
351,-23.22833332,-45.41694443,SP,SAO LUIS DO PARAITINGA,10,20.24744623655915,POINT (-45.41694443 -23.22833332)
85,-23.98194443,-48.88583333,SP,ITAPEVA,10,21.437634408602147,POINT (-48.88583333 -23.98194443)
3801,-14.912284,-42.808473,MG,ESPINOSA,10,27.2523314808128,POINT (-42.808473 -14.912284)
169,-23.84499999,-46.14305555,SP,BERTIOGA,10,22.56256720430105,POINT (-46.14305555 -23.84499999)
3717,-15.31,-45.61666666,MG,CHAPADA GAUCHA,10,25.189928997460473,POINT (-45.61666666 -15.31)
2247,-20.35976,-47.77522,SP,ITUVERAVA,10,25.548096399099805,POINT (-47.77522 -20.35976)
1,-84.0,-79.49416666,SP,CRIOSFERA,10,-35.76412879057664,POINT (-79.49416666 -84)
399,-23.10166666,-48.9411111,SP,AVARE,10,22.500632996192028,POINT (-48.9411111 -23.10166666)
109,-23.98138888,-48.88527777,SP,ITAPEVA,10,20.04393597802374,POINT (-48.88527777 -23.98138888)
483,-22.98833333,-43.19027777,RJ,FORTE DE COPACABANA,10,22.342248772335445,POINT (-43.19027777 -22.98833333)
205,-23.81083333,-45.4025,SP,SAO SEBASTIAO,10,23.33815380573517,POINT (-45.4025 -23.81083333)
25,-24.96277777,-48.41638888,SP,BARRA DO TURVO,10,18.579221162599147,POINT (-48.41638888 -24.96277777)
3753,-15.085958,-44.016036,MG,MOCAMBINHO,10,27.233131720430105,POINT (-44.016036 -15.085958)
181,-23.84472221,-46.14333333,SP,BERTIOGA,10,22.96846183701686,POINT (-46.14333333 -23.84472221)
3669,-15.524262,-46.435536,MG,BURITIS,10,25.862716440234035,POINT (-46.435536 -15.524262)
3789,-14.91277777,-42.82972221,MG,ESPINOSA,10,27.252331480812888,POINT (-42.82972221 -14.91277777)
299,-23.48333333,-46.61666666,SP,SAO PAULO - MIRANTE,10,20.401371925049336,POINT (-46.61666666 -23.48333333)
423,-23.05027777,-43.59555555,RJ,RIO DE JANEIRO-MARAMBAIA,10,23.580519566367023,POINT (-43.59555555 -23.05027777)
275,-23.52333332,-46.86916666,SP,BARUERI,10,20.249640054633335,POINT (-46.86916666 -23.52333332)
97,-23.981918,-48.885818,SP,ITAPEVA,10,22.218951612903222,POINT (-48.885818 -23.981918)
519,-22.975694,-44.303444,RJ,ANGRA DOS REIS,10,23.445618815256406,POINT (-44.303444 -22.975694)
157,-23.85138888,-48.16444444,SP,SAO MIGUEL ARCANJO,10,19.596307484591193,POINT (-48.16444444 -23.85138888)
3693,-15.448089,-44.366313,MG,JANUARIA,10,27.850855555514823,POINT (-44.366313 -15.448089)
251,-23.52389,-46.86945,SP,BARUERI,10,21.437499999999996,POINT (-46.86945 -23.52389)
3705,-15.44805555,-44.36638888,MG,JANUARIA,10,28.25477401290155,POINT (-44.36638888 -15.44805555)
315,-23.426035,-47.585552,SP,SOROCABA,10,22.871078247007606,POINT (-47.585552 -23.426035)
1479,-21.769965,-43.364329,MG,JUIZ DE FORA,10,20.18151881720435,POINT (-43.364329 -21.769965)
2535,-19.980034,-43.958651,MG,BELO HORIZONTE - CERCADINHO,10,21.525522700119506,POINT (-43.958651 -19.980034)
1539,-21.66611111,-49.73472221,SP,LINS,10,26.854032258064525,POINT (-49.73472221 -21.66611111)
2439,-20.031457,-44.011249,MG,IBIRITE (ROLA MOCA),10,21.742405913978473,POINT (-44.011249 -20.031457)
3111,-18.69527777,-40.4075,ES,NOVA VENECIA,10,23.826622622075007,POINT (-40.4075 -18.69527777)
3387,-17.25777777,-44.83555555,MG,PIRAPORA,10,26.549436340059486,POINT (-44.83555555 -17.25777777)
228,-23.72472221,-46.67805554,SP,SAO PAULO - INTERLAGOS,10,18.819892473118266,POINT (-46.67805554 -23.72472221)
1515,-21.68083332,-45.94444444,MG,MACHADO,10,21.726127712838345,POINT (-45.94444444 -21.68083332)
1503,-21.71472222,-41.34388888,RJ,CAMPOS DOS GOYTACAZES,10,24.095564516129027,POINT (-41.34388888 -21.71472222)
1491,-21.71666666,-41.35,RJ,CAMPOS,10,23.517062424287467,POINT (-41.35 -21.71666666)
2463,-20.0311111,-46.00861111,MG,BAMBUI,10,23.15627272388538,POINT (-46.00861111 -20.0311111)
3399,-17.24444444,-46.88166666,MG,PARACATU,10,26.953350276741407,POINT (-46.88166666 -17.24444444)
1467,-21.76999999,-43.36416666,MG,JUIZ DE FORA,10,19.56388210122567,POINT (-43.36416666 -21.76999999)
2475,-20.0311111,-44.01111111,MG,IBIRITE (ROLA MOCA),10,20.880648973377824,POINT (-44.01111111 -20.0311111)
1455,-21.77972221,-47.07972221,SP,CASA BRANCA,10,23.363645496433687,POINT (-47.07972221 -21.77972221)
2451,-20.0311111,-46.00888888,MG,BAMBUI,10,23.469623655913985,POINT (-46.00888888 -20.0311111)
263,-23.52388888,-46.86944443,SP,BARUERI,10,21.01706989247312,POINT (-46.86944443 -23.52388888)
447,-23.04194444,-45.52027777,SP,TAUBATE,10,21.912869269766762,POINT (-45.52027777 -23.04194444)
145,-23.85194444,-48.16472222,SP,SAO MIGUEL ARCANJO,10,20.94186827956988,POINT (-48.16472222 -23.85194444)
3765,-15.08583333,-44.01611111,MG,MOCAMBINHO,10,27.435498599121267,POINT (-44.01611111 -15.08583333)
459,-23.041668,-45.520841,SP,TAUBATE,10,22.852755376344092,POINT (-45.520841 -23.041668)
