,latitude,longitude,state,station,month,air temperature - dry bulb (°c),geometry
264,-23.52388888,-46.86944443,SP,BARUERI,11,20.177916666666675,POINT (-46.86944443 -23.52388888)
946,-22.45,-44.45,RJ,RESENDE,11,22.558475595547918,POINT (-44.45 -22.45)
1912,-20.909892,-47.114259,MG,SAO SEBASTIAO DO PARAISO,11,22.854374999999987,POINT (-47.114259 -20.909892)
1900,-20.91,-47.11416666,MG,SAO SEBASTIAO DO PARAISO,11,22.191303785682038,POINT (-47.11416666 -20.91)
1888,-20.94916666,-48.48972221,SP,BEBDOURO,11,24.362083333333374,POINT (-48.48972221 -20.94916666)
1816,-21.10111111,-41.03888888,ES,PRES. KENNEDY,11,24.123569963106515,POINT (-41.03888888 -21.10111111)
276,-23.52333332,-46.86916666,SP,BARUERI,11,20.441718749999993,POINT (-46.86916666 -23.52333332)
3570,-16.16666666,-40.68777777,MG,ALMENARA,11,25.918447145603213,POINT (-40.68777777 -16.16666666)
3352,-17.56166666,-47.19944444,MG,GUARDA-MOR,11,21.98088120638662,POINT (-47.19944444 -17.56166666)
982,-22.415062,-46.805292,SP,ITAPIRA,11,23.775148582954543,POINT (-46.805292 -22.415062)
3328,-17.705504,-42.389256,MG,CAPELINHA,11,21.771236062186798,POINT (-42.389256 -17.705504)
1780,-21.106502,-44.250928,MG,SAO JOAO DEL REI,11,21.242602372034984,POINT (-44.250928 -21.106502)
1636,-21.46111111,-47.57944443,SP,SAO SIMAO,11,24.704806661737187,POINT (-47.57944443 -21.46111111)
1492,-21.71666666,-41.35,RJ,CAMPOS,11,24.19434077251087,POINT (-41.35 -21.71666666)
3400,-17.24444444,-46.88166666,MG,PARACATU,11,25.33208546074135,POINT (-46.88166666 -17.24444444)
3754,-15.085958,-44.016036,MG,MOCAMBINHO,11,26.2948611111111,POINT (-44.016036 -15.085958)
1333,-21.95055555,-42.01027777,RJ,SANTA MARIA MADALENA,11,20.933623967064968,POINT (-42.01027777 -21.95055555)
1329,-21.95055555,-42.01055555,RJ,SANTA MARIA MADALENA,11,21.076534391534363,POINT (-42.01055555 -21.95055555)
316,-23.426035,-47.585552,SP,SOROCABA,11,21.897152777777805,POINT (-47.585552 -23.426035)
1318,-21.97972221,-47.88333333,SP,SAO CARLOS,11,22.087778388602725,POINT (-47.88333333 -21.97972221)
3446,-16.71666666,-43.86666666,MG,MONTES CLAROS,11,24.463831303440166,POINT (-43.86666666 -16.71666666)
1306,-21.980353,-47.883927,SP,SAO CARLOS,11,22.71125397772472,POINT (-47.883927 -21.980353)
436,-23.05,-43.6,RJ,MARAMBAIA,11,23.353235205515993,POINT (-43.6 -23.05)
1162,-22.33472221,-42.67694443,RJ,NOVA FRIBURGO - SALINAS,11,18.04097222222225,POINT (-42.67694443 -22.33472221)
1294,-22.04166666,-41.05166666,RJ,CAMPOS DOS GOYTACAZES - SAO TOME,11,24.30595149841027,POINT (-41.05166666 -22.04166666)
1282,-22.04166666,-41.05194444,RJ,SAO TOME,11,24.1203721119325,POINT (-41.05194444 -22.04166666)
1270,-22.09833333,-43.20833333,RJ,TRES RIOS,11,23.79472222222222,POINT (-43.20833333 -22.09833333)
400,-23.10166666,-48.9411111,SP,AVARE,11,21.87777140459064,POINT (-48.9411111 -23.10166666)
3718,-15.31,-45.61666666,MG,CHAPADA GAUCHA,11,23.511112872004308,POINT (-45.61666666 -15.31)
1660,-21.457699,-51.552254,SP,DRACENA,11,26.626192379544637,POINT (-51.552254 -21.457699)
3534,-16.362747,-45.123801,MG,SAO ROMAO,11,27.001111111111125,POINT (-45.123801 -16.362747)
288,-23.496294,-46.620088,SP,SAO PAULO - MIRANTE,11,20.916041666666654,POINT (-46.620088 -23.496294)
1756,-21.13305554,-48.84055555,SP,ARIRANHA,11,24.973497268099013,POINT (-48.84055555 -21.13305554)
3316,-17.784477,-46.119394,MG,JOAO PINHEIRO,11,23.861946943638735,POINT (-46.119394 -17.784477)
1744,-21.22638888,-44.97944443,MG,SAO JOAO DEL REI,11,20.840335243055055,POINT (-44.97944443 -21.22638888)
1732,-21.228373,-43.767703,MG,BARBACENA,11,19.33229166666666,POINT (-43.767703 -21.228373)
1006,-22.3961111,-44.96166666,MG,PASSA QUATRO,11,19.944832988769836,POINT (-44.96166666 -22.3961111)
300,-23.48333333,-46.61666666,SP,SAO PAULO - MIRANTE,11,20.9655298418525,POINT (-46.61666666 -23.48333333)
1030,-22.38333333,-41.81666667,RJ,MACAE,11,23.688534863395383,POINT (-41.81666667 -22.38333333)
1720,-21.22888888,-43.76694443,MG,BARBACENA,11,19.123403506108943,POINT (-43.76694443 -21.22888888)
1708,-21.319138,-50.930158,SP,VALPARAISO,11,26.83513888888888,POINT (-50.930158 -21.319138)
472,-22.98833333,-43.19055555,RJ,RIO DE JANEIRO - FORTE DE COPACABANA,11,22.694583333333302,POINT (-43.19055555 -22.98833333)
1018,-22.395799,-44.961909,MG,PASSA QUATRO,11,20.124375000000008,POINT (-44.961909 -22.395799)
1696,-21.31916666,-50.93027777,SP,VALPARAISO,11,25.174660488703413,POINT (-50.93027777 -21.31916666)
1684,-21.33833333,-48.11388888,SP,PRADOPOLIS,11,24.100762530968073,POINT (-48.11388888 -21.33833333)
3340,-17.70527777,-42.38916666,MG,CAPELINHA,11,21.114178992259443,POINT (-42.38916666 -17.70527777)
1672,-21.338432,-48.114007,SP,PRADOPOLIS,11,24.766111111111105,POINT (-48.114007 -21.338432)
2236,-20.385423,-41.189934,ES,VENDA NOVA DO IMIGRANTE,11,21.14333333333332,POINT (-41.189934 -20.385423)
412,-23.09972221,-48.94555555,SP,AVARE,11,21.31513750877259,POINT (-48.94555555 -23.09972221)
1648,-21.45777777,-51.55222222,SP,DRACENA,11,25.21840000475624,POINT (-51.55222222 -21.45777777)
3462,-16.686316,-43.843763,MG,MONTES CLAROS,11,25.446111111111133,POINT (-43.843763 -16.686316)
1114,-22.35805555,-49.02888888,SP,BAURU,11,22.939306812563263,POINT (-49.02888888 -22.35805555)
1420,-21.85555555,-48.79972221,SP,IBITINGA,11,24.629444444444445,POINT (-48.79972221 -21.85555555)
3730,-15.30027777,-45.61749999,MG,CHAPADA GAUCHA,11,23.231879392180957,POINT (-45.61749999 -15.30027777)
1408,-21.855567,-48.799717,SP,IBITINGA,11,24.77958333333333,POINT (-48.799717 -21.855567)
376,-23.22354,-44.726863,RJ,PARATI,11,23.17208333333332,POINT (-44.726863 -23.22354)
3422,-16.84888888,-45.03527777,MG,ARACUAI,11,25.44614017532252,POINT (-45.03527777 -16.84888888)
1126,-22.35805555,-43.69555555,RJ,VALENCA,11,22.717124064516252,POINT (-43.69555555 -22.35805555)
448,-23.04194444,-45.52027777,SP,TAUBATE,11,22.138384880662468,POINT (-45.52027777 -23.04194444)
1396,-21.91805554,-46.38305554,MG,CALDAS,11,19.794059455389608,POINT (-46.38305554 -21.91805554)
1372,-21.92722221,-50.49027777,SP,TUPA,11,24.791850529255424,POINT (-50.49027777 -21.92722221)
3434,-16.84888888,-42.44055555,MG,ARACUAI,11,26.51561714921782,POINT (-42.44055555 -16.84888888)
1360,-21.927251,-50.490251,SP,TUPA,11,25.639767272115538,POINT (-50.490251 -21.927251)
1138,-22.358052,-49.028877,SP,BAURU,11,24.01375,POINT (-49.028877 -22.358052)
388,-23.22333332,-44.72666666,RJ,PARATI,11,23.293211267465708,POINT (-44.72666666 -23.22333332)
1356,-21.9386111,-42.60083333,RJ,CARMO,11,23.486666666666657,POINT (-42.60083333 -21.9386111)
1174,-22.33305554,-42.67722221,RJ,NOVA FRIBURGO,11,17.847638888888916,POINT (-42.67722221 -22.33305554)
1384,-21.918066,-46.382996,MG,CALDAS,11,20.295833333333334,POINT (-46.382996 -21.918066)
1432,-21.85555555,-48.66666666,SP,IBITINGA,11,23.796697651471405,POINT (-48.66666666 -21.85555555)
1768,-21.13305554,-48.84027777,SP,ARIRANHA,11,24.361106994356785,POINT (-48.84027777 -21.13305554)
1444,-21.78056,-47.07528,SP,CASA BRANCA,11,23.331613545527325,POINT (-47.07528 -21.78056)
3411,-17.24416666,-46.88166666,MG,PARACATU,11,23.448472222222218,POINT (-46.88166666 -17.24416666)
1246,-22.119867,-51.408637,SP,PRESIDENTE PRUDENTE,11,26.52597222222224,POINT (-51.408637 -22.119867)
3486,-16.57555554,-41.48527777,MG,ITAOBIM,11,26.37502795509377,POINT (-41.48527777 -16.57555554)
1234,-22.11999999,-51.4,SP,PRESIDENTE PRUDENTE,11,25.0992837518818,POINT (-51.4 -22.11999999)
1186,-22.314567,-45.373049,MG,MARIA DA FE,11,18.639722222222254,POINT (-45.373049 -22.314567)
1222,-22.235222,-49.965111,SP,MARILIA,11,24.233402777777776,POINT (-49.965111 -22.235222)
424,-23.05027777,-43.59555555,RJ,RIO DE JANEIRO-MARAMBAIA,11,22.998182900219156,POINT (-43.59555555 -23.05027777)
3474,-16.575667,-41.485588,MG,ITAOBIM,11,26.89826388888887,POINT (-41.485588 -16.575667)
1258,-22.09833333,-43.20861111,RJ,TRES RIOS,11,23.371481481481517,POINT (-43.20861111 -22.09833333)
1150,-22.35,-43.7,RJ,VALENCA,11,22.664767215881085,POINT (-43.7 -22.35)
1345,-21.938745,-42.600936,RJ,CARMO,11,23.79847222222221,POINT (-42.600936 -21.938745)
1468,-21.76999999,-43.36416666,MG,JUIZ DE FORA,11,19.58552893239159,POINT (-43.36416666 -21.76999999)
3498,-16.55416666,-46.88194443,MG,UNAI,11,24.286111111111097,POINT (-46.88194443 -16.55416666)
3510,-16.554101,-46.881935,MG,UNAI,11,25.92644288338331,POINT (-46.881935 -16.554101)
1102,-22.37083332,-48.55722222,SP,BARRA BONITA,11,23.840875474428334,POINT (-48.55722222 -22.37083332)
1456,-21.77972221,-47.07972221,SP,CASA BRANCA,11,23.05981545975321,POINT (-47.07972221 -21.77972221)
1210,-22.23527777,-49.965,SP,MARILIA,11,22.94215277777777,POINT (-49.965 -22.23527777)
364,-23.2236111,-44.72694443,RJ,PARATI,11,22.825906326034076,POINT (-44.72694443 -23.2236111)
2501,-19.98833333,-40.57944443,ES,SANTA TERESA,12,20.114446729693157,POINT (-40.57944443 -19.98833333)
111,-23.98138888,-48.88527777,SP,ITAPEVA,12,22.400222230629257,POINT (-48.88527777 -23.98138888)
2477,-20.0311111,-44.01111111,MG,IBIRITE (ROLA MOCA),12,21.04817973325689,POINT (-44.01111111 -20.0311111)
2453,-20.0311111,-46.00888888,MG,BAMBUI,12,23.35978592525229,POINT (-46.00888888 -20.0311111)
1913,-20.909892,-47.114259,MG,SAO SEBASTIAO DO PARAISO,12,22.526948924731165,POINT (-47.114259 -20.909892)
3269,-17.89284,-41.515423,MG,TEOFILO OTONI,12,24.882708604561447,POINT (-41.515423 -17.89284)
1901,-20.91,-47.11416666,MG,SAO SEBASTIAO DO PARAISO,12,22.746833439549285,POINT (-47.11416666 -20.91)
1841,-21.100805,-41.039395,ES,PRES. KENNEDY,12,25.146370967741937,POINT (-41.039395 -21.100805)
1889,-20.94916666,-48.48972221,SP,BEBDOURO,12,25.41003584229392,POINT (-48.48972221 -20.94916666)
1877,-20.94916666,-48.48999999,SP,BEBDOURO,12,25.210883681921537,POINT (-48.48999999 -20.94916666)
3101,-18.71388888,-39.84833333,ES,SAO MATEUS,12,25.521823410514987,POINT (-39.84833333 -18.71388888)
265,-23.52388888,-46.86944443,SP,BARUERI,12,22.196908602150536,POINT (-46.86944443 -23.52388888)
3281,-17.798799,-40.249933,MG,SERRA DOS AIMORES,12,25.315223328353813,POINT (-40.249933 -17.798799)
1865,-21.08555555,-49.92055554,SP,JOSE BONIFACIO,12,25.672363325519385,POINT (-49.92055554 -21.08555555)
3293,-17.7986111,-40.24972221,MG,SERRA DOS AIMORES,12,25.205633645047357,POINT (-40.24972221 -17.7986111)
2465,-20.0311111,-46.00861111,MG,BAMBUI,12,23.342008588883196,POINT (-46.00861111 -20.0311111)
2561,-19.885398,-44.416883,MG,FLORESTAL,12,22.938373655913967,POINT (-44.416883 -19.885398)
277,-23.52333332,-46.86916666,SP,BARUERI,12,22.474596774193543,POINT (-46.86916666 -23.52333332)
2549,-19.97999999,-43.95861111,MG,BELO HORIZONTE - CERCADINHO,12,21.27353882446031,POINT (-43.95861111 -19.97999999)
1163,-22.33472221,-42.67694443,RJ,NOVA FRIBURGO - SALINAS,12,19.487163978494614,POINT (-42.67694443 -22.33472221)
827,-22.653579,-44.040916,RJ,RIO CLARO,12,22.997399632216887,POINT (-44.040916 -22.653579)
1769,-21.13305554,-48.84027777,SP,ARIRANHA,12,24.862267206527335,POINT (-48.84027777 -21.13305554)
1709,-21.319138,-50.930158,SP,VALPARAISO,12,25.85698924731182,POINT (-50.930158 -21.319138)
1589,-21.56666666,-41.95,RJ,CAMBUCI,12,25.925151932433927,POINT (-41.95 -21.56666666)
1829,-21.10083333,-41.03944444,ES,PRES. KENNEDY,12,25.554973118279552,POINT (-41.03944444 -21.10083333)
2513,-19.98586,-48.151574,MG,CONCEICAO DAS ALAGOAS,12,24.670900537634417,POINT (-48.151574 -19.98586)
99,-23.981918,-48.885818,SP,ITAPEVA,12,21.754166666666638,POINT (-48.885818 -23.981918)
3089,-18.747711,-44.453785,MG,CURVELO,12,24.527284946236605,POINT (-44.453785 -18.747711)
2525,-19.98583333,-48.15138888,MG,CONCEICAO DAS ALAGOAS,12,24.683276104573054,POINT (-48.15138888 -19.98583333)
1805,-21.10472222,-42.37583332,MG,MURIAE,12,25.0221290829028,POINT (-42.37583332 -21.10472222)
2537,-19.980034,-43.958651,MG,BELO HORIZONTE - CERCADINHO,12,20.898924731182785,POINT (-43.958651 -19.980034)
1793,-21.104867,-42.375904,MG,MURIAE,12,25.158131720430106,POINT (-42.375904 -21.104867)
3755,-15.085958,-44.016036,MG,MOCAMBINHO,12,26.645094086021516,POINT (-44.016036 -15.085958)
3305,-17.78472221,-46.11916666,MG,JOAO PINHEIRO,12,23.21144896322499,POINT (-46.11916666 -17.78472221)
1781,-21.106502,-44.250928,MG,SAO JOAO DEL REI,12,22.038037634408617,POINT (-44.250928 -21.106502)
1817,-21.10111111,-41.03888888,ES,PRES. KENNEDY,12,25.503525481516775,POINT (-41.03888888 -21.10111111)
2489,-19.988388,-40.579572,ES,SANTA TERESA,12,19.98261017046325,POINT (-40.579572 -19.988388)
123,-23.951972,-46.530472,SP,BRAGANCA PAULISTA,12,22.18131991962638,POINT (-46.530472 -23.951972)
289,-23.496294,-46.620088,SP,SAO PAULO - MIRANTE,12,22.485819892473174,POINT (-46.620088 -23.496294)
1745,-21.22638888,-44.97944443,MG,SAO JOAO DEL REI,12,21.873578385927175,POINT (-44.97944443 -21.22638888)
1733,-21.228373,-43.767703,MG,BARBACENA,12,20.45107526881721,POINT (-43.767703 -21.228373)
2573,-19.88527778,-44.41694444,MG,FLORESTAL,12,22.88060850439881,POINT (-44.41694444 -19.88527778)
2585,-19.88416666,-43.96944443,MG,PAMPULHA,12,23.054692706332286,POINT (-43.96944443 -19.88416666)
1721,-21.22888888,-43.76694443,MG,BARBACENA,12,20.347993730774697,POINT (-43.76694443 -21.22888888)
301,-23.48333333,-46.61666666,SP,SAO PAULO - MIRANTE,12,22.6125897542854,POINT (-46.61666666 -23.48333333)
3329,-17.705504,-42.389256,MG,CAPELINHA,12,21.939262328270054,POINT (-42.389256 -17.705504)
2597,-19.883945,-43.969397,MG,PAMPULHA,12,23.273588709677423,POINT (-43.969397 -19.883945)
3815,-14.91222222,-42.80861111,MG,ESPINOSA,12,25.64994841904151,POINT (-42.80861111 -14.91222222)
1697,-21.31916666,-50.93027777,SP,VALPARAISO,12,25.982923969274378,POINT (-50.93027777 -21.31916666)
87,-23.98194443,-48.88583333,SP,ITAPEVA,12,22.19838709677423,POINT (-48.88583333 -23.98194443)
1685,-21.33833333,-48.11388888,SP,PRADOPOLIS,12,24.59230727343517,POINT (-48.11388888 -21.33833333)
1673,-21.338432,-48.114007,SP,PRADOPOLIS,12,24.50967741935483,POINT (-48.114007 -21.338432)
2609,-19.87527777,-47.43416666,MG,SACRAMENTO,12,22.92514140992342,POINT (-47.43416666 -19.87527777)
253,-23.52389,-46.86945,SP,BARUERI,12,22.00430107526883,POINT (-46.86945 -23.52389)
1043,-22.3761111,-41.81194444,RJ,MACAE,12,24.946908602150575,POINT (-41.81194444 -22.3761111)
3065,-18.78027777,-40.98583333,MG,MANTENA,12,25.637410394265135,POINT (-40.98583333 -18.78027777)
3317,-17.784477,-46.119394,MG,JOAO PINHEIRO,12,23.706653225806427,POINT (-46.119394 -17.784477)
3341,-17.70527777,-42.38916666,MG,CAPELINHA,12,21.485013440860225,POINT (-42.38916666 -17.70527777)
2621,-19.875271,-47.434102,MG,SACRAMENTO,12,23.16774193548388,POINT (-47.434102 -19.875271)
1757,-21.13305554,-48.84055555,SP,ARIRANHA,12,24.905915034496147,POINT (-48.84055555 -21.13305554)
3077,-18.76444444,-44.45361111,MG,CURVELO,12,24.269557868695202,POINT (-44.45361111 -18.76444444)
3353,-17.56166666,-47.19944444,MG,GUARDA-MOR,12,22.08354374486455,POINT (-47.19944444 -17.56166666)
2633,-19.73583333,-42.15361111,MG,CARATINGA,12,25.136138603779738,POINT (-42.15361111 -19.73583333)
317,-23.426035,-47.585552,SP,SOROCABA,12,22.90918744144543,POINT (-47.585552 -23.426035)
1649,-21.45777777,-51.55222222,SP,DRACENA,12,25.99224910394267,POINT (-51.55222222 -21.45777777)
3053,-18.78062,-40.986505,MG,MANTENA,12,25.957056451612946,POINT (-40.986505 -18.78062)
1637,-21.46111111,-47.57944443,SP,SAO SIMAO,12,24.48742017363352,POINT (-47.57944443 -21.46111111)
2645,-19.735757,-42.137146,MG,CARATINGA,12,25.718862822644017,POINT (-42.137146 -19.735757)
1625,-21.546728,-43.261029,MG,CORONEL PACHECO,12,26.112757668754124,POINT (-43.261029 -21.546728)
1661,-21.457699,-51.552254,SP,DRACENA,12,26.004278699843002,POINT (-51.552254 -21.457699)
75,-24.53305554,-47.86416666,SP,REGISTRO,12,24.840535282978955,POINT (-47.86416666 -24.53305554)
3743,-15.300159,-45.617431,MG,CHAPADA GAUCHA,12,25.16327395591057,POINT (-45.617431 -15.300159)
1613,-21.54694444,-43.26111111,MG,CORONEL PACHECO,12,24.885552219024333,POINT (-43.26111111 -21.54694444)
329,-23.35,-47.66666666,SP,SOROCABA,12,23.02380468759466,POINT (-47.66666666 -23.35)
1601,-21.56638888,-45.40416666,MG,VARGINHA,12,21.99165371283332,POINT (-45.40416666 -21.56638888)
2657,-19.710028,-47.961889,MG,UBERABA,12,23.72159957724473,POINT (-47.961889 -19.710028)
1853,-21.085675,-49.920388,SP,JOSE BONIFACIO,12,25.572238890146398,POINT (-49.920388 -21.085675)
959,-22.44888888,-42.98722221,RJ,TERESOPOLIS,12,20.15096201349862,POINT (-42.98722221 -22.44888888)
3547,-16.3625,-45.12388888,MG,SAO ROMAO,12,25.365104407550383,POINT (-45.12388888 -16.3625)
485,-22.98833333,-43.19027777,RJ,FORTE DE COPACABANA,12,25.028291440840903,POINT (-43.19027777 -22.98833333)
3695,-15.448089,-44.366313,MG,JANUARIA,12,26.22375349188906,POINT (-44.366313 -15.448089)
875,-22.58972221,-43.28222221,RJ,XEREM,12,25.1441156812543,POINT (-43.28222221 -22.58972221)
3643,-15.723139,-42.435756,MG,RIO PARDO DE MINAS,12,23.167473118279563,POINT (-42.435756 -15.723139)
533,-22.97527777,-42.02138888,RJ,ARRAIAL DO CABO,12,24.390456989247276,POINT (-42.02138888 -22.97527777)
755,-22.703132,-47.623317,SP,PIRACICABA,12,24.0037634408602,POINT (-47.623317 -22.703132)
449,-23.04194444,-45.52027777,SP,TAUBATE,12,23.5664575209752,POINT (-45.52027777 -23.04194444)
935,-22.450924,-44.444786,RJ,RESENDE,12,23.93844086021505,POINT (-44.444786 -22.450924)
557,-22.949,-49.894546,SP,OURINHOS,12,24.694500918703945,POINT (-49.894546 -22.949)
887,-22.48166666,-43.29138888,RJ,PICO DO COUTO,12,15.90108066252976,POINT (-43.29138888 -22.48166666)
1019,-22.395799,-44.961909,MG,PASSA QUATRO,12,20.896236559139787,POINT (-44.961909 -22.395799)
3595,-16.16027777,-42.31027777,MG,SALINAS,12,24.680638075924914,POINT (-42.31027777 -16.16027777)
3523,-16.55388888,-46.88194443,MG,UNAI,12,24.386078507327483,POINT (-46.88194443 -16.55388888)
743,-22.750231,-45.603836,SP,CAMPOS DO JORDAO,12,17.24516129032258,POINT (-45.603836 -22.750231)
3571,-16.16666666,-40.68777777,MG,ALMENARA,12,26.633472458894577,POINT (-40.68777777 -16.16666666)
437,-23.05,-43.6,RJ,MARAMBAIA,12,24.87378529141059,POINT (-43.6 -23.05)
569,-22.9486111,-49.89416666,SP,OURINHOS,12,24.816567735571223,POINT (-49.89416666 -22.9486111)
659,-22.861604,-46.043365,MG,MONTE VERDE,12,17.895430107526884,POINT (-46.043365 -22.861604)
617,-22.8711111,-42.60888888,RJ,SAQUAREMA - SAMPAIO CORREIA,12,25.227477822441934,POINT (-42.60888888 -22.8711111)
671,-22.86138888,-46.04333333,MG,MONTE VERDE,12,17.525876370847243,POINT (-46.04333333 -22.86138888)
3607,-15.80277777,-43.29694444,MG,JANAUBA,12,26.08075295690035,POINT (-43.29694444 -15.80277777)
3113,-18.69527777,-40.4075,ES,NOVA VENECIA,12,25.3781473293883,POINT (-40.4075 -18.69527777)
1103,-22.37083332,-48.55722222,SP,BARRA BONITA,12,24.96317321985646,POINT (-48.55722222 -22.37083332)
3535,-16.362747,-45.123801,MG,SAO ROMAO,12,26.4962365591398,POINT (-45.123801 -16.362747)
767,-22.70305555,-47.62333332,SP,PIRACICABA,12,24.182631371374292,POINT (-47.62333332 -22.70305555)
995,-22.415,-46.80527777,SP,ITAPIRA,12,24.126339419056084,POINT (-46.80527777 -22.415)
1187,-22.314567,-45.373049,MG,MARIA DA FE,12,19.32311827956991,POINT (-45.373049 -22.314567)
3559,-16.166773,-40.687756,MG,ALMENARA,12,27.32943548387099,POINT (-40.687756 -16.166773)
593,-22.93972221,-43.40277777,RJ,RIO DE JANEIRO - JACAREPAGUA,12,25.05265429670431,POINT (-43.40277777 -22.93972221)
3487,-16.57555554,-41.48527777,MG,ITAOBIM,12,26.40137877967399,POINT (-41.48527777 -16.57555554)
581,-22.939883,-43.402897,RJ,RIO DE JANEIRO - JACAREPAGUA,12,25.10604838709681,POINT (-43.402897 -22.939883)
3511,-16.554101,-46.881935,MG,UNAI,12,25.035806569258256,POINT (-46.881935 -16.554101)
815,-22.65361111,-44.04083333,RJ,RIO CLARO,12,23.221926096382948,POINT (-44.04083333 -22.65361111)
1007,-22.3961111,-44.96166666,MG,PASSA QUATRO,12,21.07037210442322,POINT (-44.96166666 -22.3961111)
509,-22.97583332,-44.30333333,RJ,ANGRA DOS REIS,12,25.05333903108927,POINT (-44.30333333 -22.97583332)
473,-22.98833333,-43.19055555,RJ,RIO DE JANEIRO - FORTE DE COPACABANA,12,24.59983584523181,POINT (-43.19055555 -22.98833333)
947,-22.45,-44.45,RJ,RESENDE,12,23.880157762842977,POINT (-44.45 -22.45)
1115,-22.35805555,-49.02888888,SP,BAURU,12,23.780750340720278,POINT (-49.02888888 -22.35805555)
923,-22.45138888,-44.44499999,RJ,RESENDE,12,23.47190860215055,POINT (-44.44499999 -22.45138888)
719,-22.75777777,-43.68472221,RJ,SEROPEDICA-ECOLOGIA AGRICOLA,12,25.846102150537618,POINT (-43.68472221 -22.75777777)
545,-22.951944,-46.530556,SP,BRAGANCA PAULISTA,12,22.156285243909604,POINT (-46.530556 -22.951944)
779,-22.70277777,-47.62305554,SP,PIRACICABA,12,24.196390442952467,POINT (-47.62305554 -22.70277777)
3619,-15.75222222,-41.45833333,MG,AGUAS VERMELHAS,12,22.684654498549317,POINT (-41.45833333 -15.75222222)
521,-22.975694,-44.303444,RJ,ANGRA DOS REIS,12,24.866166773804014,POINT (-44.303444 -22.975694)
863,-22.58972221,-43.28222221,RJ,DUQUE DE CAXIAS - XEREM,12,24.448573542805065,POINT (-43.28222221 -22.58972221)
1031,-22.38333333,-41.81666667,RJ,MACAE,12,25.13865972263271,POINT (-41.81666667 -22.38333333)
1175,-22.33305554,-42.67722221,RJ,NOVA FRIBURGO,12,19.606342667801233,POINT (-42.67722221 -22.33305554)
605,-22.8711111,-42.60916666,RJ,SAQUAREMA,12,26.10771498771496,POINT (-42.60916666 -22.8711111)
1091,-22.37249999,-50.97416666,SP,RANCHARIA,12,24.87160813255271,POINT (-50.97416666 -22.37249999)
3707,-15.44805555,-44.36638888,MG,JANUARIA,12,24.96170421844294,POINT (-44.36638888 -15.44805555)
899,-22.4711111,-48.5575,SP,BARRA BONITA,12,24.847212938893552,POINT (-48.5575 -22.4711111)
3659,-15.72277777,-42.43527777,MG,RIO PARDO DE MINAS,12,22.632941668954523,POINT (-42.43527777 -15.72277777)
683,-22.86138888,-43.41138888,RJ,RIO DE JANEIRO - VILA MILITAR,12,26.147854048035825,POINT (-43.41138888 -22.86138888)
731,-22.75027777,-45.60388888,SP,CAMPOS DO JORDAO,12,17.267358006315366,POINT (-45.60388888 -22.75027777)
839,-22.64583333,-42.41583333,RJ,SILVA JARDIM,12,25.66347446236558,POINT (-42.41583333 -22.64583333)
647,-22.86166666,-46.04333333,MG,MONTE VERDE,12,17.6752688172043,POINT (-46.04333333 -22.86166666)
3683,-15.52416666,-46.43555555,MG,BURITIS,12,22.92003920160432,POINT (-46.43555555 -15.52416666)
1127,-22.35805555,-43.69555555,RJ,VALENCA,12,24.055417619375337,POINT (-43.69555555 -22.35805555)
635,-22.867389,-43.102056,RJ,NITEROI,12,26.58252688172041,POINT (-43.102056 -22.867389)
3583,-16.160327,-42.310266,MG,SALINAS,12,26.696286535548452,POINT (-42.310266 -16.160327)
1079,-22.372832,-50.97471,SP,RANCHARIA,12,24.858534946236546,POINT (-50.97471 -22.372832)
695,-22.86083333,-43.41111111,RJ,VILA MILITAR,12,26.585042541527052,POINT (-43.41111111 -22.86083333)
3499,-16.55416666,-46.88194443,MG,UNAI,12,24.842374113322407,POINT (-46.88194443 -16.55416666)
497,-22.98333333,-42.01666666,RJ,ARRAIAL DO CABO,12,24.468846726845804,POINT (-42.01666666 -22.98333333)
1055,-22.373944,-44.703111,RJ,ITATIAIA,12,12.423128481688389,POINT (-44.703111 -22.373944)
1151,-22.35,-43.7,RJ,VALENCA,12,24.143089314187993,POINT (-43.7 -22.35)
1139,-22.358052,-49.028877,SP,BAURU,12,23.886897287261206,POINT (-49.028877 -22.358052)
803,-22.68888888,-45.00555555,SP,CACHOEIRA PAULISTA,12,23.70357468229134,POINT (-45.00555555 -22.68888888)
911,-22.46472222,-43.29138888,RJ,PICO DO COUTO,12,15.758436644008635,POINT (-43.29138888 -22.46472222)
3631,-15.751536,-41.457787,MG,AGUAS VERMELHAS,12,23.16989247311827,POINT (-41.457787 -15.751536)
707,-22.8,-43.68333333,RJ,ECOLOGIA AGRICOLA,12,25.727033916400725,POINT (-43.68333333 -22.8)
851,-22.64583333,-42.41555555,RJ,SILVA JARDIM,12,25.278225806451648,POINT (-42.41555555 -22.64583333)
1067,-22.37388888,-44.70305555,RJ,ITATIAIA,12,12.277659431561673,POINT (-44.70305555 -22.37388888)
971,-22.4486111,-42.98694444,RJ,TERESOPOLIS-PARQUE NACIONAL,12,19.974386347611485,POINT (-42.98694444 -22.4486111)
628,-22.86749999,-43.10194444,RJ,NITEROI,12,27.364009174848047,POINT (-43.10194444 -22.86749999)
461,-23.041668,-45.520841,SP,TAUBATE,12,23.24791666666667,POINT (-45.520841 -23.041668)
3671,-15.524262,-46.435536,MG,BURITIS,12,24.224554656918837,POINT (-46.435536 -15.524262)
